"","thres","Accuracy","Precision","Recall"
"1",0.5,0.919742617717478,0.919742617717478,1
"2",0.6,0.916999201915403,0.925092494044904,0.989912685069689
"3",0.7,0.91340782122905,0.930778356630732,0.978632246868051
"4",0.8,0.909417398244214,0.938116071899215,0.965182493627637
"5",0.9,0.89470271348763,0.947146456347902,0.937849124139053
