0.465087891,-0.668334961,-0.716430664
0.070922852,-0.417602539,-0.563110352
-0.021972656,-0.312866211,-0.540161133
0.154785156,-0.448364258,-0.568359375
0.369995117,-0.642822266,-0.660522461
0.411865234,-0.739379883,-0.741210938
0.304077148,-0.807495117,-0.742797852
0.192138672,-0.790771484,-0.718994141
0.25402832,-0.750610352,-0.73046875
0.186645508,-0.759277344,-0.674194336
0.032348633,-0.705688477,-0.610961914
-0.035400391,-0.873413086,-0.64831543
-0.03137207,-0.844116211,-0.590454102
-0.041503906,-0.815307617,-0.55065918
-0.102416992,-0.797851563,-0.505615234
-0.115722656,-0.82409668,-0.557128906
-0.09777832,-0.815185547,-0.585327148
-0.088256836,-0.792358398,-0.583251953
-0.063232422,-0.745117188,-0.599365234
-0.039794922,-0.73815918,-0.612304688
-0.056762695,-0.786987305,-0.55847168
-0.092529297,-0.75012207,-0.537231445
-0.034912109,-0.775756836,-0.518310547
-0.033325195,-0.823608398,-0.5
0.018554688,-0.927124023,-0.531982422
0.033325195,-0.970947266,-0.529663086
0.017700195,-0.932861328,-0.505004883
-0.017822266,-0.845703125,-0.497314453
0.009277344,-0.837524414,-0.474121094
-0.004760742,-0.83190918,-0.426879883
0.025146484,-0.903076172,-0.403076172
0.049926758,-0.848266602,-0.425170898
-0.026733398,-0.904174805,-0.416381836
-0.088745117,-0.890869141,-0.458251953
-0.1171875,-0.845336914,-0.424194336
-0.182128906,-0.77722168,-0.405151367
-0.130737305,-0.847290039,-0.473022461
-0.097045898,-0.889770508,-0.477294922
-0.12512207,-0.839599609,-0.48840332
-0.106079102,-0.890380859,-0.415283203
-0.073364258,-0.848144531,-0.477294922
-0.14453125,-0.857543945,-0.430175781
-0.098266602,-0.843261719,-0.330688477
-0.099243164,-0.818603516,-0.351806641
-0.024658203,-0.871948242,-0.217529297
-0.124755859,-0.811279297,-0.554443359
-0.094970703,-0.860351563,-0.305175781
0.018554688,-1.048461914,-0.322998047
-0.127563477,-0.996459961,-0.315673828
-0.131835938,-1.036132813,-0.278076172
-0.086425781,-1.029541016,-0.271850586
-0.076171875,-1.16015625,-0.309570313
-0.146606445,-1.018554688,-0.293212891
0.01940918,-1.126831055,-0.145629883
0.007080078,-1.06628418,-0.199584961
-0.118896484,-1.032226563,-0.224365234
-0.270385742,-0.988037109,-0.195922852
-0.136474609,-0.918579102,-0.094726563
-0.114746094,-1.033325195,-0.195678711
-0.203613281,-1.069335938,-0.177001953
-0.137207031,-1.107421875,-0.203613281
-0.154663086,-1.059448242,-0.254760742
-0.154907227,-1.03515625,-0.098022461
-0.087768555,-1.12512207,-0.148803711
-0.126586914,-1.125610352,-0.172241211
-0.172363281,-1.079223633,-0.145507813
-0.142089844,-1.019165039,-0.178833008
-0.204833984,-1.028930664,-0.178833008
-0.199829102,-1.04699707,-0.1875
-0.138671875,-1.041748047,-0.197631836
-0.171142578,-1.003417969,-0.214599609
-0.174316406,-1.004150391,-0.225585938
-0.152832031,-1.006225586,-0.239013672
-0.157714844,-0.997802734,-0.287963867
-0.168212891,-0.957763672,-0.247802734
-0.18359375,-0.922241211,-0.259643555
-0.173583984,-0.897583008,-0.292724609
-0.157714844,-0.908447266,-0.293823242
-0.145996094,-0.919799805,-0.269775391
-0.154785156,-0.884399414,-0.268554688
-0.153808594,-0.893188477,-0.306396484
-0.119506836,-0.924194336,-0.318115234
-0.115722656,-0.88671875,-0.306152344
-0.141723633,-0.876342773,-0.348876953
-0.160400391,-0.889038086,-0.365600586
-0.14440918,-0.901000977,-0.322143555
-0.120239258,-0.909057617,-0.339233398
-0.096801758,-0.887084961,-0.363647461
-0.121337891,-0.891113281,-0.358886719
-0.116210938,-0.931762695,-0.349975586
-0.098510742,-0.947387695,-0.349121094
-0.082397461,-0.900878906,-0.360351563
-0.088134766,-0.924194336,-0.334350586
-0.058349609,-0.980224609,-0.340209961
-0.063842773,-0.920410156,-0.348632813
-0.051391602,-0.938720703,-0.329956055
-0.060791016,-0.931274414,-0.32434082
-0.089355469,-0.933105469,-0.346191406
-0.061401367,-0.923217773,-0.349975586
-0.088012695,-0.902954102,-0.328613281
-0.06628418,-0.865600586,-0.358154297
-0.080322266,-0.892700195,-0.344970703
-0.084960938,-0.916259766,-0.346069336
-0.089599609,-0.920776367,-0.395996094
-0.110839844,-0.92565918,-0.359985352
-0.072753906,-0.913208008,-0.348632813
-0.067626953,-0.896240234,-0.373657227
-0.088256836,-0.935791016,-0.356689453
-0.05456543,-0.922729492,-0.341796875
-0.047851563,-0.944580078,-0.33972168
-0.079589844,-0.915893555,-0.357910156
-0.081542969,-0.91418457,-0.342773438
-0.075927734,-0.931396484,-0.357299805
-0.075805664,-0.925048828,-0.332519531
-0.086303711,-0.893310547,-0.343139648
-0.093017578,-0.917358398,-0.351074219
-0.096191406,-0.918212891,-0.328857422
-0.071899414,-0.922729492,-0.337402344
-0.084838867,-0.916748047,-0.340209961
-0.124633789,-0.924926758,-0.338256836
-0.107788086,-0.928100586,-0.309082031
-0.085205078,-0.928100586,-0.334960938
-0.117675781,-0.895751953,-0.314331055
-0.105957031,-0.919311523,-0.324462891
-0.100585938,-0.940063477,-0.313354492
-0.10534668,-0.955688477,-0.30078125
-0.083251953,-0.962402344,-0.272827148
-0.099365234,-0.92175293,-0.290893555
-0.110717773,-0.936767578,-0.291503906
-0.11706543,-0.927001953,-0.283203125
-0.127441406,-0.921386719,-0.31237793
-0.154785156,-0.947875977,-0.289306641
-0.137329102,-0.938842773,-0.276123047
-0.141601563,-0.929443359,-0.26965332
-0.140014648,-0.938720703,-0.272460938
-0.129882813,-0.942260742,-0.256591797
-0.126098633,-0.94128418,-0.264038086
-0.180419922,-0.956054688,-0.268310547
-0.173950195,-0.93371582,-0.239013672
-0.146850586,-0.934204102,-0.233032227
-0.165893555,-0.928100586,-0.232543945
-0.193847656,-0.971313477,-0.247558594
-0.149047852,-0.976928711,-0.213256836
-0.142456055,-0.964355469,-0.21875
-0.180419922,-0.933105469,-0.216430664
